Movie_ID,Title,Genre_ID
22,Robin Hood,1
22,Robin Hood,2
22,Robin Hood,8
22,Robin Hood,12
23,The Hobbit: The Desolation of Smaug,2
23,The Hobbit: The Desolation of Smaug,10
24,The Golden Compass,2
24,The Golden Compass,9
24,The Golden Compass,10
25,King Kong,1
25,King Kong,2
25,King Kong,8
25,King Kong,17
26,Titanic,8
26,Titanic,17
27,Captain America: Civil War,1
27,Captain America: Civil War,2
27,Captain America: Civil War,18
28,Battleship,1
28,Battleship,2
28,Battleship,18
28,Battleship,20
29,Jurassic World,1
29,Jurassic World,2
29,Jurassic World,18
29,Jurassic World,20
30,Skyfall,1
30,Skyfall,2
30,Skyfall,20
31,Spider-Man 2,1
31,Spider-Man 2,2
31,Spider-Man 2,10
31,Spider-Man 2,17
32,Iron Man 3,1
32,Iron Man 3,2
32,Iron Man 3,18
33,Alice in Wonderland,2
33,Alice in Wonderland,9
33,Alice in Wonderland,10
34,X-Men: The Last Stand,1
34,X-Men: The Last Stand,2
34,X-Men: The Last Stand,10
34,X-Men: The Last Stand,18
34,X-Men: The Last Stand,20
35,Monsters University,2
35,Monsters University,3
35,Monsters University,5
35,Monsters University,9
35,Monsters University,10
36,Transformers: Revenge of the Fallen,1
36,Transformers: Revenge of the Fallen,2
36,Transformers: Revenge of the Fallen,18
37,Transformers: Age of Extinction,1
37,Transformers: Age of Extinction,2
37,Transformers: Age of Extinction,18
38,Oz the Great and Powerful,2
38,Oz the Great and Powerful,9
38,Oz the Great and Powerful,10
39,The Amazing Spider-Man 2,1
39,The Amazing Spider-Man 2,2
39,The Amazing Spider-Man 2,10
39,The Amazing Spider-Man 2,18
40,TRON: Legacy,1
40,TRON: Legacy,2
40,TRON: Legacy,18
41,Cars 2,2
41,Cars 2,3
41,Cars 2,5
41,Cars 2,9
41,Cars 2,19
42,Green Lantern,1
42,Green Lantern,2
42,Green Lantern,18
43,Toy Story 3,2
43,Toy Story 3,3
43,Toy Story 3,5
43,Toy Story 3,9
43,Toy Story 3,10
44,Terminator Salvation,1
44,Terminator Salvation,2
44,Terminator Salvation,18
45,Furious 7,1
45,Furious 7,6
45,Furious 7,20
46,World War Z,1
46,World War Z,2
46,World War Z,13
46,World War Z,18
46,World War Z,20
47,X-Men: Days of Future Past,1
47,X-Men: Days of Future Past,2
47,X-Men: Days of Future Past,10
47,X-Men: Days of Future Past,18
47,X-Men: Days of Future Past,20
48,Star Trek Into Darkness,1
48,Star Trek Into Darkness,2
48,Star Trek Into Darkness,18
49,Jack the Giant Slayer,2
49,Jack the Giant Slayer,10
50,The Great Gatsby,8
50,The Great Gatsby,17
51,Prince of Persia: The Sands of Time,1
51,Prince of Persia: The Sands of Time,2
51,Prince of Persia: The Sands of Time,10
51,Prince of Persia: The Sands of Time,17
52,Pacific Rim,1
52,Pacific Rim,2
52,Pacific Rim,18
53,Transformers: Dark of the Moon,1
53,Transformers: Dark of the Moon,2
53,Transformers: Dark of the Moon,18
54,Indiana Jones and the Kingdom of the Crystal Skull,1
54,Indiana Jones and the Kingdom of the Crystal Skull,2
54,Indiana Jones and the Kingdom of the Crystal Skull,10
55,Brave,2
55,Brave,3
55,Brave,5
55,Brave,9
55,Brave,10
56,Star Trek Beyond,1
56,Star Trek Beyond,2
56,Star Trek Beyond,18
56,Star Trek Beyond,20
57,WALL·E,2
57,WALL·E,3
57,WALL·E,9
57,WALL·E,18
58,Rush Hour 3,1
58,Rush Hour 3,5
58,Rush Hour 3,6
58,Rush Hour 3,20
59,2012,1
59,2012,2
59,2012,18
60,A Christmas Carol,3
60,A Christmas Carol,8
60,A Christmas Carol,9
60,A Christmas Carol,10
61,Jupiter Ascending,1
61,Jupiter Ascending,2
61,Jupiter Ascending,18
62,The Legend of Tarzan,1
62,The Legend of Tarzan,2
62,The Legend of Tarzan,8
62,The Legend of Tarzan,17
63,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2
63,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",9
63,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",10
64,X-Men: Apocalypse,1
64,X-Men: Apocalypse,2
64,X-Men: Apocalypse,18
65,The Dark Knight,1
65,The Dark Knight,6
65,The Dark Knight,8
65,The Dark Knight,20
66,Up,2
66,Up,3
66,Up,5
66,Up,9
67,Monsters vs. Aliens,1
67,Monsters vs. Aliens,2
67,Monsters vs. Aliens,3
67,Monsters vs. Aliens,5
67,Monsters vs. Aliens,9
67,Monsters vs. Aliens,18
68,Iron Man,1
68,Iron Man,2
68,Iron Man,18
69,Hugo,2
69,Hugo,8
69,Hugo,9
69,Hugo,16
70,Wild Wild West,1
70,Wild Wild West,5
70,Wild Wild West,18
70,Wild Wild West,22
71,The Mummy: Tomb of the Dragon Emperor,1
71,The Mummy: Tomb of the Dragon Emperor,2
71,The Mummy: Tomb of the Dragon Emperor,10
71,The Mummy: Tomb of the Dragon Emperor,13
71,The Mummy: Tomb of the Dragon Emperor,20
72,Suicide Squad,1
72,Suicide Squad,2
72,Suicide Squad,5
72,Suicide Squad,18
73,Evan Almighty,5
73,Evan Almighty,9
73,Evan Almighty,10
74,Edge of Tomorrow,1
74,Edge of Tomorrow,2
74,Edge of Tomorrow,18
75,Waterworld,1
75,Waterworld,2
75,Waterworld,18
75,Waterworld,20
76,G.I. Joe: The Rise of Cobra,1
76,G.I. Joe: The Rise of Cobra,2
76,G.I. Joe: The Rise of Cobra,18
76,G.I. Joe: The Rise of Cobra,20
77,Inside Out,2
77,Inside Out,3
77,Inside Out,5
77,Inside Out,8
77,Inside Out,9
77,Inside Out,10
78,The Jungle Book,2
78,The Jungle Book,8
78,The Jungle Book,9
78,The Jungle Book,10
79,Iron Man 2,1
79,Iron Man 2,2
79,Iron Man 2,18
80,Snow White and the Huntsman,1
80,Snow White and the Huntsman,2
80,Snow White and the Huntsman,8
80,Snow White and the Huntsman,10
81,Maleficent,1
81,Maleficent,2
81,Maleficent,9
81,Maleficent,10
81,Maleficent,17
82,Dawn of the Planet of the Apes,1
82,Dawn of the Planet of the Apes,2
82,Dawn of the Planet of the Apes,8
82,Dawn of the Planet of the Apes,18
83,47 Ronin,1
83,47 Ronin,2
83,47 Ronin,8
83,47 Ronin,10
84,Captain America: The Winter Soldier,1
84,Captain America: The Winter Soldier,2
84,Captain America: The Winter Soldier,18
85,Shrek Forever After,2
85,Shrek Forever After,3
85,Shrek Forever After,5
85,Shrek Forever After,9
85,Shrek Forever After,10
86,Tomorrowland,1
86,Tomorrowland,2
86,Tomorrowland,9
86,Tomorrowland,16
86,Tomorrowland,18
87,Big Hero 6,1
87,Big Hero 6,2
87,Big Hero 6,3
87,Big Hero 6,5
87,Big Hero 6,8
87,Big Hero 6,9
87,Big Hero 6,18
88,Wreck-It Ralph,2
88,Wreck-It Ralph,3
88,Wreck-It Ralph,5
88,Wreck-It Ralph,9
88,Wreck-It Ralph,18
89,The Polar Express,2
89,The Polar Express,3
89,The Polar Express,9
89,The Polar Express,10
90,Independence Day: Resurgence,1
90,Independence Day: Resurgence,2
90,Independence Day: Resurgence,18
91,How to Train Your Dragon,2
91,How to Train Your Dragon,3
91,How to Train Your Dragon,9
91,How to Train Your Dragon,10
92,Terminator 3: Rise of the Machines,1
92,Terminator 3: Rise of the Machines,18
93,Guardians of the Galaxy,1
93,Guardians of the Galaxy,2
93,Guardians of the Galaxy,18
94,Interstellar,2
94,Interstellar,8
94,Interstellar,18
95,Inception,1
95,Inception,2
95,Inception,18
95,Inception,20
96,The Hobbit: An Unexpected Journey,2
96,The Hobbit: An Unexpected Journey,10
97,The Fast and the Furious,1
97,The Fast and the Furious,6
97,The Fast and the Furious,20
98,The Curious Case of Benjamin Button,8
98,The Curious Case of Benjamin Button,10
98,The Curious Case of Benjamin Button,17
99,X-Men: First Class,1
99,X-Men: First Class,2
99,X-Men: First Class,18
100,The Hunger Games: Mockingjay - Part 2,2
100,The Hunger Games: Mockingjay - Part 2,18
101,The Sorcerer's Apprentice,1
101,The Sorcerer's Apprentice,2
101,The Sorcerer's Apprentice,9
101,The Sorcerer's Apprentice,10
102,Poseidon,1
102,Poseidon,2
102,Poseidon,8
102,Poseidon,20
103,Alice Through the Looking Glass,2
103,Alice Through the Looking Glass,9
103,Alice Through the Looking Glass,10
104,Shrek the Third,2
104,Shrek the Third,3
104,Shrek the Third,5
104,Shrek the Third,9
104,Shrek the Third,10
105,Warcraft,1
105,Warcraft,2
105,Warcraft,10
106,Terminator Genisys,1
106,Terminator Genisys,2
106,Terminator Genisys,18
107,The Chronicles of Narnia: The Voyage of the Dawn Treader,2
107,The Chronicles of Narnia: The Voyage of the Dawn Treader,9
107,The Chronicles of Narnia: The Voyage of the Dawn Treader,10
108,Pearl Harbor,1
108,Pearl Harbor,8
108,Pearl Harbor,12
108,Pearl Harbor,17
108,Pearl Harbor,21
109,Transformers,1
109,Transformers,2
109,Transformers,18
110,Alexander,1
110,Alexander,2
110,Alexander,4
110,Alexander,8
110,Alexander,12
110,Alexander,17
110,Alexander,21
111,Harry Potter and the Order of the Phoenix,2
111,Harry Potter and the Order of the Phoenix,9
111,Harry Potter and the Order of the Phoenix,10
111,Harry Potter and the Order of the Phoenix,16
112,Harry Potter and the Goblet of Fire,2
112,Harry Potter and the Goblet of Fire,9
112,Harry Potter and the Goblet of Fire,10
112,Harry Potter and the Goblet of Fire,16
113,Hancock,1
113,Hancock,8
114,I Am Legend,8
114,I Am Legend,13
114,I Am Legend,18
115,Charlie and the Chocolate Factory,2
115,Charlie and the Chocolate Factory,5
115,Charlie and the Chocolate Factory,9
115,Charlie and the Chocolate Factory,10
116,Ratatouille,3
116,Ratatouille,5
116,Ratatouille,9
116,Ratatouille,10
117,Batman Begins,1
117,Batman Begins,2
118,Madagascar: Escape 2 Africa,1
118,Madagascar: Escape 2 Africa,2
118,Madagascar: Escape 2 Africa,3
118,Madagascar: Escape 2 Africa,5
118,Madagascar: Escape 2 Africa,9
119,Night at the Museum: Battle of the Smithsonian,2
119,Night at the Museum: Battle of the Smithsonian,5
119,Night at the Museum: Battle of the Smithsonian,9
119,Night at the Museum: Battle of the Smithsonian,10
120,X-Men Origins: Wolverine,1
120,X-Men Origins: Wolverine,2
120,X-Men Origins: Wolverine,10
120,X-Men Origins: Wolverine,18
120,X-Men Origins: Wolverine,20
121,The Matrix Revolutions,1
121,The Matrix Revolutions,18
122,Frozen,2
122,Frozen,3
122,Frozen,5
122,Frozen,9
122,Frozen,10
122,Frozen,15
123,The Matrix Reloaded,1
123,The Matrix Reloaded,18
124,Thor: The Dark World,1
124,Thor: The Dark World,2
124,Thor: The Dark World,10
125,Mad Max: Fury Road,1
125,Mad Max: Fury Road,2
125,Mad Max: Fury Road,18
125,Mad Max: Fury Road,20
126,Angels & Demons,16
126,Angels & Demons,20
127,Thor,1
127,Thor,2
127,Thor,10
128,Bolt,2
128,Bolt,3
128,Bolt,5
128,Bolt,8
128,Bolt,9
129,G-Force,1
129,G-Force,2
129,G-Force,3
129,G-Force,5
129,G-Force,9
129,G-Force,10
129,G-Force,18
130,Wrath of the Titans,1
130,Wrath of the Titans,2
130,Wrath of the Titans,10
131,Dark Shadows,5
131,Dark Shadows,10
131,Dark Shadows,13
132,Mission: Impossible - Rogue Nation,1
132,Mission: Impossible - Rogue Nation,2
132,Mission: Impossible - Rogue Nation,20
133,The Wolfman,8
133,The Wolfman,10
133,The Wolfman,13
133,The Wolfman,20
134,Bee Movie,2
134,Bee Movie,3
134,Bee Movie,5
134,Bee Movie,9
135,Kung Fu Panda 2,1
135,Kung Fu Panda 2,2
135,Kung Fu Panda 2,3
135,Kung Fu Panda 2,5
135,Kung Fu Panda 2,9
136,The Last Airbender,1
136,The Last Airbender,2
136,The Last Airbender,9
136,The Last Airbender,10
137,Mission: Impossible III,1
137,Mission: Impossible III,2
137,Mission: Impossible III,20
138,White House Down,1
138,White House Down,8
138,White House Down,20
139,Mars Needs Moms,1
139,Mars Needs Moms,2
139,Mars Needs Moms,3
139,Mars Needs Moms,5
139,Mars Needs Moms,9
139,Mars Needs Moms,18
140,Flushed Away,2
140,Flushed Away,3
140,Flushed Away,5
140,Flushed Away,9
141,Pan,2
141,Pan,9
141,Pan,10
142,Mr. Peabody & Sherman,2
142,Mr. Peabody & Sherman,3
142,Mr. Peabody & Sherman,5
142,Mr. Peabody & Sherman,9
142,Mr. Peabody & Sherman,18
143,Troy,2
144,Madagascar 3: Europe's Most Wanted,2
144,Madagascar 3: Europe's Most Wanted,3
144,Madagascar 3: Europe's Most Wanted,5
144,Madagascar 3: Europe's Most Wanted,9
145,Die Another Day,1
145,Die Another Day,2
145,Die Another Day,20
146,Ghostbusters,1
146,Ghostbusters,5
146,Ghostbusters,10
146,Ghostbusters,18
147,Armageddon,1
147,Armageddon,2
147,Armageddon,18
147,Armageddon,20
148,Men in Black II,1
148,Men in Black II,2
148,Men in Black II,5
148,Men in Black II,9
148,Men in Black II,10
148,Men in Black II,16
148,Men in Black II,18
149,Beowulf,1
149,Beowulf,2
149,Beowulf,3
149,Beowulf,10
150,Kung Fu Panda 3,1
150,Kung Fu Panda 3,2
150,Kung Fu Panda 3,3
150,Kung Fu Panda 3,5
150,Kung Fu Panda 3,9
151,Mission: Impossible - Ghost Protocol,1
151,Mission: Impossible - Ghost Protocol,2
151,Mission: Impossible - Ghost Protocol,20
152,Rise of the Guardians,2
152,Rise of the Guardians,3
152,Rise of the Guardians,9
152,Rise of the Guardians,10
153,Fun with Dick and Jane,5
153,Fun with Dick and Jane,6
154,The Last Samurai,1
154,The Last Samurai,8
154,The Last Samurai,12
154,The Last Samurai,21
155,Exodus: Gods and Kings,1
155,Exodus: Gods and Kings,2
155,Exodus: Gods and Kings,8
156,Star Trek,1
156,Star Trek,2
156,Star Trek,18
157,Spider-Man,1
157,Spider-Man,2
157,Spider-Man,10
157,Spider-Man,17
158,How to Train Your Dragon 2,1
158,How to Train Your Dragon 2,2
158,How to Train Your Dragon 2,3
158,How to Train Your Dragon 2,5
158,How to Train Your Dragon 2,9
158,How to Train Your Dragon 2,10
159,Gods of Egypt,1
159,Gods of Egypt,2
159,Gods of Egypt,10
160,Stealth,1
160,Stealth,2
160,Stealth,18
160,Stealth,20
161,Watchmen,1
161,Watchmen,8
161,Watchmen,16
161,Watchmen,18
162,Lethal Weapon 4,1
162,Lethal Weapon 4,6
162,Lethal Weapon 4,20
163,Hulk,1
163,Hulk,18
164,G.I. Joe: Retaliation,1
164,G.I. Joe: Retaliation,2
164,G.I. Joe: Retaliation,18
164,G.I. Joe: Retaliation,20
165,Sahara,1
165,Sahara,2
165,Sahara,5
165,Sahara,20
166,Final Fantasy: The Spirits Within,1
166,Final Fantasy: The Spirits Within,2
166,Final Fantasy: The Spirits Within,3
166,Final Fantasy: The Spirits Within,10
166,Final Fantasy: The Spirits Within,17
166,Final Fantasy: The Spirits Within,18
167,Captain America: The First Avenger,1
167,Captain America: The First Avenger,2
167,Captain America: The First Avenger,18
168,The World Is Not Enough,1
168,The World Is Not Enough,2
168,The World Is Not Enough,20
169,Master and Commander: The Far Side of the World,1
169,Master and Commander: The Far Side of the World,2
169,Master and Commander: The Far Side of the World,8
169,Master and Commander: The Far Side of the World,12
169,Master and Commander: The Far Side of the World,21
170,The Twilight Saga: Breaking Dawn - Part 2,2
170,The Twilight Saga: Breaking Dawn - Part 2,8
170,The Twilight Saga: Breaking Dawn - Part 2,10
170,The Twilight Saga: Breaking Dawn - Part 2,17
171,Happy Feet 2,3
171,Happy Feet 2,5
171,Happy Feet 2,9
171,Happy Feet 2,15
172,The Incredible Hulk,1
172,The Incredible Hulk,2
172,The Incredible Hulk,18
173,The BFG,2
173,The BFG,9
173,The BFG,10
174,The Revenant,2
174,The Revenant,8
174,The Revenant,20
174,The Revenant,22
175,Turbo,2
175,Turbo,3
175,Turbo,5
175,Turbo,9
175,Turbo,19
176,Rango,2
176,Rango,3
176,Rango,5
176,Rango,9
176,Rango,22
177,Penguins of Madagascar,2
177,Penguins of Madagascar,3
177,Penguins of Madagascar,5
177,Penguins of Madagascar,9
178,The Bourne Ultimatum,1
178,The Bourne Ultimatum,16
178,The Bourne Ultimatum,20
179,Kung Fu Panda,1
179,Kung Fu Panda,2
179,Kung Fu Panda,3
179,Kung Fu Panda,5
179,Kung Fu Panda,9
180,Ant-Man,1
180,Ant-Man,2
180,Ant-Man,5
180,Ant-Man,18
181,The Hunger Games: Catching Fire,2
181,The Hunger Games: Catching Fire,18
181,The Hunger Games: Catching Fire,20
182,Home,2
182,Home,3
182,Home,5
182,Home,9
182,Home,10
182,Home,18
183,War of the Worlds,2
183,War of the Worlds,18
183,War of the Worlds,20
184,Bad Boys II,1
184,Bad Boys II,5
184,Bad Boys II,6
184,Bad Boys II,20
185,Puss in Boots,1
185,Puss in Boots,2
185,Puss in Boots,3
185,Puss in Boots,5
185,Puss in Boots,9
185,Puss in Boots,10
186,Salt,1
186,Salt,6
186,Salt,16
186,Salt,20
187,Noah,1
187,Noah,2
187,Noah,8
188,The Adventures of Tintin,1
188,The Adventures of Tintin,2
188,The Adventures of Tintin,9
188,The Adventures of Tintin,16
189,Harry Potter and the Prisoner of Azkaban,2
189,Harry Potter and the Prisoner of Azkaban,9
189,Harry Potter and the Prisoner of Azkaban,10
189,Harry Potter and the Prisoner of Azkaban,16
190,Australia,2
190,Australia,8
190,Australia,17
190,Australia,21
191,After Earth,1
191,After Earth,2
191,After Earth,18
192,Dinosaur,2
192,Dinosaur,3
192,Dinosaur,9
192,Dinosaur,20
193,Night at the Museum: Secret of the Tomb,2
193,Night at the Museum: Secret of the Tomb,5
193,Night at the Museum: Secret of the Tomb,9
193,Night at the Museum: Secret of the Tomb,10
194,Megamind,1
194,Megamind,3
194,Megamind,5
194,Megamind,9
194,Megamind,18
195,Harry Potter and the Sorcerer's Stone,2
195,Harry Potter and the Sorcerer's Stone,9
195,Harry Potter and the Sorcerer's Stone,10
196,R.I.P.D.,1
196,R.I.P.D.,5
196,R.I.P.D.,10
197,Pirates of the Caribbean: The Curse of the Black Pearl,1
197,Pirates of the Caribbean: The Curse of the Black Pearl,2
197,Pirates of the Caribbean: The Curse of the Black Pearl,10
198,The Hunger Games: Mockingjay - Part 1,2
198,The Hunger Games: Mockingjay - Part 1,18
198,The Hunger Games: Mockingjay - Part 1,20
199,The Da Vinci Code,16
199,The Da Vinci Code,20
200,Rio 2,2
200,Rio 2,3
200,Rio 2,5
200,Rio 2,9
200,Rio 2,15
201,X-Men 2,1
201,X-Men 2,2
201,X-Men 2,10
201,X-Men 2,18
201,X-Men 2,20
202,Fast Five,1
202,Fast Five,6
202,Fast Five,20
203,Sherlock Holmes: A Game of Shadows,1
203,Sherlock Holmes: A Game of Shadows,2
203,Sherlock Holmes: A Game of Shadows,6
203,Sherlock Holmes: A Game of Shadows,16
203,Sherlock Holmes: A Game of Shadows,20
204,Clash of the Titans,1
204,Clash of the Titans,2
204,Clash of the Titans,10
205,Total Recall,1
205,Total Recall,18
206,The 13th Warrior,1
206,The 13th Warrior,2
206,The 13th Warrior,12
207,The Bourne Legacy,1
207,The Bourne Legacy,2
207,The Bourne Legacy,20
208,Batman & Robin,1
209,How the Grinch Stole Christmas,5
209,How the Grinch Stole Christmas,9
209,How the Grinch Stole Christmas,10
210,The Day After Tomorrow,1
210,The Day After Tomorrow,2
210,The Day After Tomorrow,18
210,The Day After Tomorrow,20
211,Mission: Impossible II,1
211,Mission: Impossible II,2
211,Mission: Impossible II,20
212,The Perfect Storm,1
212,The Perfect Storm,2
212,The Perfect Storm,8
212,The Perfect Storm,20
213,Fantastic 4: Rise of the Silver Surfer,1
213,Fantastic 4: Rise of the Silver Surfer,2
213,Fantastic 4: Rise of the Silver Surfer,18
213,Fantastic 4: Rise of the Silver Surfer,20
214,Life of Pi,2
214,Life of Pi,8
214,Life of Pi,10
215,Ghost Rider,1
215,Ghost Rider,10
215,Ghost Rider,20
216,Jason Bourne,1
216,Jason Bourne,20
217,Charlie's Angels: Full Throttle,1
217,Charlie's Angels: Full Throttle,2
217,Charlie's Angels: Full Throttle,5
217,Charlie's Angels: Full Throttle,6
218,Prometheus,2
218,Prometheus,16
218,Prometheus,18
219,Stuart Little 2,2
219,Stuart Little 2,3
219,Stuart Little 2,5
219,Stuart Little 2,9
219,Stuart Little 2,10
220,Elysium,1
220,Elysium,8
220,Elysium,18
220,Elysium,20
221,The Chronicles of Riddick,1
221,The Chronicles of Riddick,2
221,The Chronicles of Riddick,18
221,The Chronicles of Riddick,20
222,RoboCop,1
222,RoboCop,6
222,RoboCop,18
222,RoboCop,20
223,Speed Racer,1
223,Speed Racer,9
223,Speed Racer,19
224,How Do You Know,5
224,How Do You Know,8
224,How Do You Know,17
225,Knight and Day,1
225,Knight and Day,5
225,Knight and Day,17
226,Oblivion,1
226,Oblivion,2
226,Oblivion,16
226,Oblivion,18
227,Star Wars: Episode III - Revenge of the Sith,1
227,Star Wars: Episode III - Revenge of the Sith,2
227,Star Wars: Episode III - Revenge of the Sith,10
227,Star Wars: Episode III - Revenge of the Sith,18
228,Star Wars: Episode II - Attack of the Clones,1
228,Star Wars: Episode II - Attack of the Clones,2
228,Star Wars: Episode II - Attack of the Clones,10
228,Star Wars: Episode II - Attack of the Clones,18
229,"Monsters, Inc.",2
229,"Monsters, Inc.",3
229,"Monsters, Inc.",5
229,"Monsters, Inc.",9
229,"Monsters, Inc.",10
230,The Wolverine,1
230,The Wolverine,2
230,The Wolverine,18
230,The Wolverine,20
231,Star Wars: Episode I - The Phantom Menace,1
231,Star Wars: Episode I - The Phantom Menace,2
231,Star Wars: Episode I - The Phantom Menace,10
231,Star Wars: Episode I - The Phantom Menace,18
232,The Croods,2
232,The Croods,3
232,The Croods,5
232,The Croods,9
232,The Croods,10
233,Windtalkers,1
233,Windtalkers,8
233,Windtalkers,21
234,The Huntsman: Winter's War,1
234,The Huntsman: Winter's War,2
234,The Huntsman: Winter's War,8
234,The Huntsman: Winter's War,10
235,Teenage Mutant Ninja Turtles,1
235,Teenage Mutant Ninja Turtles,2
235,Teenage Mutant Ninja Turtles,5
235,Teenage Mutant Ninja Turtles,18
236,Gravity,2
236,Gravity,8
236,Gravity,18
236,Gravity,20
237,Dante's Peak,1
237,Dante's Peak,2
237,Dante's Peak,20
238,Teenage Mutant Ninja Turtles: Out of the Shadows,1
238,Teenage Mutant Ninja Turtles: Out of the Shadows,2
238,Teenage Mutant Ninja Turtles: Out of the Shadows,5
238,Teenage Mutant Ninja Turtles: Out of the Shadows,18
239,Fantastic Four,1
239,Fantastic Four,2
239,Fantastic Four,18
240,Night at the Museum,1
240,Night at the Museum,2
240,Night at the Museum,5
240,Night at the Museum,9
240,Night at the Museum,10
241,San Andreas,1
241,San Andreas,2
241,San Andreas,8
241,San Andreas,20
242,Tomorrow Never Dies,1
242,Tomorrow Never Dies,2
242,Tomorrow Never Dies,20
243,The Patriot,1
243,The Patriot,8
243,The Patriot,12
243,The Patriot,21
244,Ocean's Twelve,6
244,Ocean's Twelve,20
245,Mr. & Mrs. Smith,1
245,Mr. & Mrs. Smith,5
245,Mr. & Mrs. Smith,6
245,Mr. & Mrs. Smith,17
245,Mr. & Mrs. Smith,20
246,Insurgent,2
246,Insurgent,18
246,Insurgent,20
247,The Aviator,4
247,The Aviator,8
248,Gulliver's Travels,2
248,Gulliver's Travels,5
248,Gulliver's Travels,9
248,Gulliver's Travels,10
249,The Green Hornet,1
249,The Green Hornet,5
249,The Green Hornet,6
249,The Green Hornet,18
249,The Green Hornet,20
250,300: Rise of an Empire,1
250,300: Rise of an Empire,8
250,300: Rise of an Empire,10
250,300: Rise of an Empire,21
251,The Smurfs,2
251,The Smurfs,3
251,The Smurfs,5
251,The Smurfs,9
251,The Smurfs,10
252,Home on the Range,3
252,Home on the Range,5
252,Home on the Range,9
252,Home on the Range,14
252,Home on the Range,22
253,Allegiant,1
253,Allegiant,2
253,Allegiant,16
253,Allegiant,18
253,Allegiant,20
254,Real Steel,1
254,Real Steel,8
254,Real Steel,18
254,Real Steel,19
255,The Smurfs 2,2
255,The Smurfs 2,3
255,The Smurfs 2,5
255,The Smurfs 2,9
255,The Smurfs 2,10
256,Speed 2: Cruise Control,1
256,Speed 2: Cruise Control,6
256,Speed 2: Cruise Control,17
256,Speed 2: Cruise Control,20
257,Ender's Game,1
257,Ender's Game,18
258,Live Free or Die Hard,1
258,Live Free or Die Hard,2
258,Live Free or Die Hard,20
259,The Lord of the Rings: The Fellowship of the Ring,1
259,The Lord of the Rings: The Fellowship of the Ring,2
259,The Lord of the Rings: The Fellowship of the Ring,8
259,The Lord of the Rings: The Fellowship of the Ring,10
260,Around the World in 80 Days,1
260,Around the World in 80 Days,2
260,Around the World in 80 Days,5
261,Ali,4
261,Ali,8
261,Ali,19
262,The Cat in the Hat,2
262,The Cat in the Hat,5
262,The Cat in the Hat,9
262,The Cat in the Hat,10
263,"I, Robot",1
263,"I, Robot",16
263,"I, Robot",18
263,"I, Robot",20
264,Kingdom of Heaven,1
264,Kingdom of Heaven,2
264,Kingdom of Heaven,8
264,Kingdom of Heaven,12
264,Kingdom of Heaven,21
265,Stuart Little,2
265,Stuart Little,5
265,Stuart Little,9
265,Stuart Little,10
266,The Princess and the Frog,3
266,The Princess and the Frog,9
266,The Princess and the Frog,10
266,The Princess and the Frog,15
266,The Princess and the Frog,17
267,The Martian,2
267,The Martian,8
267,The Martian,18
268,The Island,1
268,The Island,2
268,The Island,17
268,The Island,18
268,The Island,20
269,Town & Country,5
269,Town & Country,17
270,Gone in Sixty Seconds,1
270,Gone in Sixty Seconds,6
