Movie_ID,Title,Year,Duration,Language,Country,Content_rating,Imdb_Score,Budget,Gross,Profit,Director_Name
74,Edge of Tomorrow,2014,113,English,USA,PG-13,7.9,178000000.0,100189501.0,-77810499.0,Doug Liman
75,Waterworld,1995,176,English,USA,PG-13,6.1,175000000.0,88246220.0,-86753780.0,Kevin Reynolds
76,G.I. Joe: The Rise of Cobra,2009,118,English,USA,PG-13,5.8,175000000.0,150167630.0,-24832370.0,Stephen Sommers
77,Inside Out,2015,95,English,USA,PG,8.3,175000000.0,356454367.0,181454367.0,Pete Docter
78,The Jungle Book,2016,106,English,UK,PG,7.8,175000000.0,362645141.0,187645141.0,Jon Favreau
79,Iron Man 2,2010,124,English,USA,PG-13,7.0,200000000.0,312057433.0,112057433.0,Jon Favreau
80,Snow White and the Huntsman,2012,132,English,USA,PG-13,6.1,170000000.0,155111815.0,-14888185.0,Rupert Sanders
81,Maleficent,2014,97,English,USA,PG,7.0,180000000.0,241407328.0,61407328.0,Robert Stromberg
82,Dawn of the Planet of the Apes,2014,130,English,USA,PG-13,7.6,170000000.0,208543795.0,38543795.0,Matt Reeves
83,47 Ronin,2013,128,English,USA,PG-13,6.3,175000000.0,38297305.0,-136702695.0,Carl Rinsch
84,Captain America: The Winter Soldier,2014,136,English,USA,PG-13,7.8,170000000.0,259746958.0,89746958.0,Anthony Russo
85,Shrek Forever After,2010,93,English,USA,PG,6.4,165000000.0,238371987.0,73371987.0,Mike Mitchell
86,Tomorrowland,2015,130,English,USA,PG,6.5,190000000.0,93417865.0,-96582135.0,Brad Bird
87,Big Hero 6,2014,102,English,USA,PG,7.9,165000000.0,222487711.0,57487711.0,Don Hall
88,Wreck-It Ralph,2012,101,English,USA,PG,7.8,165000000.0,189412677.0,24412677.0,Rich Moore
89,The Polar Express,2004,100,English,USA,G,6.6,165000000.0,665426.0,-164334574.0,Robert Zemeckis
90,Independence Day: Resurgence,2016,120,English,USA,PG-13,5.5,165000000.0,102315545.0,-62684455.0,Roland Emmerich
91,How to Train Your Dragon,2010,98,English,USA,PG,8.2,165000000.0,217387997.0,52387997.0,Dean DeBlois
92,Terminator 3: Rise of the Machines,2003,109,English,USA,R,6.4,200000000.0,150350192.0,-49649808.0,Jonathan Mostow
93,Guardians of the Galaxy,2014,121,English,USA,PG-13,8.1,170000000.0,333130696.0,163130696.0,James Gunn
94,Interstellar,2014,169,English,USA,PG-13,8.6,165000000.0,187991439.0,22991439.0,Christopher Nolan
95,Inception,2010,148,English,USA,PG-13,8.8,160000000.0,292568851.0,132568851.0,Christopher Nolan
96,The Hobbit: An Unexpected Journey,2012,182,English,USA,PG-13,7.9,180000000.0,303001229.0,123001229.0,Peter Jackson
97,The Fast and the Furious,2001,106,English,USA,PG-13,6.7,38000000.0,144512310.0,106512310.0,Rob Cohen
98,The Curious Case of Benjamin Button,2008,166,English,USA,PG-13,7.8,150000000.0,127490802.0,-22509198.0,David Fincher
99,X-Men: First Class,2011,132,English,USA,PG-13,7.8,160000000.0,146405371.0,-13594629.0,Matthew Vaughn
100,The Hunger Games: Mockingjay - Part 2,2015,137,English,USA,PG-13,6.6,160000000.0,281666058.0,121666058.0,Francis Lawrence
101,The Sorcerer's Apprentice,2010,109,English,USA,PG,6.1,150000000.0,63143812.0,-86856188.0,Jon Turteltaub
102,Poseidon,2006,98,English,USA,PG-13,5.6,160000000.0,60655503.0,-99344497.0,Wolfgang Petersen
103,Alice Through the Looking Glass,2016,113,English,USA,PG,6.4,170000000.0,76846624.0,-93153376.0,James Bobin
104,Shrek the Third,2007,93,English,USA,PG,6.1,160000000.0,320706665.0,160706665.0,Chris Miller
105,Warcraft,2016,123,English,USA,PG-13,7.3,160000000.0,46978995.0,-113021005.0,Duncan Jones
106,Terminator Genisys,2015,126,English,USA,PG-13,6.6,155000000.0,89732035.0,-65267965.0,Alan Taylor
107,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113,English,USA,PG,6.3,155000000.0,104383624.0,-50616376.0,Michael Apted
108,Pearl Harbor,2001,184,English,USA,PG-13,6.1,140000000.0,198539855.0,58539855.0,Michael Bay
109,Transformers,2007,144,English,USA,PG-13,7.1,150000000.0,318759914.0,168759914.0,Michael Bay
110,Alexander,2004,206,English,Germany,R,5.5,155000000.0,34293771.0,-120706229.0,Oliver Stone
111,Harry Potter and the Order of the Phoenix,2007,138,English,UK,PG-13,7.5,150000000.0,292000866.0,142000866.0,David Yates
112,Harry Potter and the Goblet of Fire,2005,157,English,UK,PG-13,7.6,150000000.0,289994397.0,139994397.0,Mike Newell
113,Hancock,2008,102,English,USA,PG-13,6.4,150000000.0,227946274.0,77946274.0,Peter Berg
114,I Am Legend,2007,104,English,USA,PG-13,7.2,150000000.0,256386216.0,106386216.0,Francis Lawrence
115,Charlie and the Chocolate Factory,2005,115,English,USA,PG,6.7,150000000.0,206456431.0,56456431.0,Tim Burton
116,Ratatouille,2007,111,English,USA,G,8.0,150000000.0,206435493.0,56435493.0,Brad Bird
117,Batman Begins,2005,128,English,USA,PG-13,8.3,150000000.0,205343774.0,55343774.0,Christopher Nolan
118,Madagascar: Escape 2 Africa,2008,89,English,USA,PG,6.7,150000000.0,179982968.0,29982968.0,Eric Darnell
119,Night at the Museum: Battle of the Smithsonian,2009,105,English,USA,PG,5.9,150000000.0,177243721.0,27243721.0,Shawn Levy
120,X-Men Origins: Wolverine,2009,119,English,USA,PG-13,6.7,150000000.0,179883016.0,29883016.0,Gavin Hood
121,The Matrix Revolutions,2003,129,English,Australia,R,6.7,150000000.0,139259759.0,-10740241.0,Lana Wachowski
122,Frozen,2013,102,English,USA,PG,7.6,150000000.0,400736600.0,250736600.0,Chris Buck
123,The Matrix Reloaded,2003,138,English,USA,R,7.2,150000000.0,281492479.0,131492479.0,Lana Wachowski
124,Thor: The Dark World,2013,112,English,USA,PG-13,7.1,170000000.0,206360018.0,36360018.0,Alan Taylor
125,Mad Max: Fury Road,2015,120,English,Australia,R,8.1,150000000.0,153629485.0,3629485.0,George Miller
126,Angels & Demons,2009,146,English,USA,PG-13,6.7,150000000.0,133375846.0,-16624154.0,Ron Howard
127,Thor,2011,115,English,USA,PG-13,7.0,150000000.0,181015141.0,31015141.0,Kenneth Branagh
128,Bolt,2008,96,English,USA,PG,6.9,150000000.0,114053579.0,-35946421.0,Byron Howard
129,G-Force,2009,88,English,USA,PG,5.1,150000000.0,119420252.0,-30579748.0,Hoyt Yeatman
130,Wrath of the Titans,2012,99,English,USA,PG-13,5.8,150000000.0,83640426.0,-66359574.0,Jonathan Liebesman
131,Dark Shadows,2012,113,English,USA,PG-13,6.2,100000000.0,79711678.0,-20288322.0,Tim Burton
132,Mission: Impossible - Rogue Nation,2015,131,English,China,PG-13,7.4,150000000.0,195000874.0,45000874.0,Christopher McQuarrie
133,The Wolfman,2010,119,English,USA,R,5.8,150000000.0,61937495.0,-88062505.0,Joe Johnston
134,Bee Movie,2007,91,English,USA,PG,6.2,150000000.0,126597121.0,-23402879.0,Steve Hickner
135,Kung Fu Panda 2,2011,90,English,USA,PG,7.3,150000000.0,165230261.0,15230261.0,Jennifer Yuh Nelson
136,The Last Airbender,2010,103,English,USA,PG,4.2,150000000.0,131564731.0,-18435269.0,M. Night Shyamalan
137,Mission: Impossible III,2006,124,English,USA,PG-13,6.9,150000000.0,133382309.0,-16617691.0,J.J. Abrams
138,White House Down,2013,131,English,USA,PG-13,6.4,150000000.0,73103784.0,-76896216.0,Roland Emmerich
139,Mars Needs Moms,2011,88,English,USA,PG,5.4,150000000.0,21379315.0,-128620685.0,Simon Wells
140,Flushed Away,2006,85,English,UK,PG,6.7,149000000.0,64459316.0,-84540684.0,David Bowers
141,Pan,2015,111,English,USA,PG,5.8,150000000.0,34964818.0,-115035182.0,Joe Wright
142,Mr. Peabody & Sherman,2014,92,English,USA,PG,6.9,145000000.0,111505642.0,-33494358.0,Rob Minkoff
143,Troy,2004,196,English,USA,R,7.2,175000000.0,133228348.0,-41771652.0,Wolfgang Petersen
144,Madagascar 3: Europe's Most Wanted,2012,93,English,USA,PG,6.9,145000000.0,216366733.0,71366733.0,Eric Darnell
145,Die Another Day,2002,133,English,UK,PG-13,6.1,142000000.0,160201106.0,18201106.0,Lee Tamahori
146,Ghostbusters,2016,116,English,USA,PG-13,5.5,144000000.0,118099659.0,-25900341.0,Paul Feig
147,Armageddon,1998,153,English,USA,PG-13,6.6,140000000.0,201573391.0,61573391.0,Michael Bay
148,Men in Black II,2002,88,English,USA,PG-13,6.1,140000000.0,190418803.0,50418803.0,Barry Sonnenfeld
149,Beowulf,2007,115,English,USA,PG-13,6.3,150000000.0,82161969.0,-67838031.0,Robert Zemeckis
150,Kung Fu Panda 3,2016,95,English,USA,PG,7.2,145000000.0,143523463.0,-1476537.0,Alessandro Carloni
151,Mission: Impossible - Ghost Protocol,2011,133,English,USA,PG-13,7.4,145000000.0,209364921.0,64364921.0,Brad Bird
152,Rise of the Guardians,2012,97,English,USA,PG,7.3,145000000.0,103400692.0,-41599308.0,Peter Ramsey
153,Fun with Dick and Jane,2005,90,English,USA,PG-13,6.1,100000000.0,110332737.0,10332737.0,Dean Parisot
154,The Last Samurai,2003,154,English,USA,R,7.7,140000000.0,111110575.0,-28889425.0,Edward Zwick
155,Exodus: Gods and Kings,2014,150,English,UK,PG-13,6.1,140000000.0,65007045.0,-74992955.0,Ridley Scott
156,Star Trek,2009,127,English,USA,PG-13,8.0,150000000.0,257704099.0,107704099.0,J.J. Abrams
157,Spider-Man,2002,121,English,USA,PG-13,7.3,139000000.0,403706375.0,264706375.0,Sam Raimi
158,How to Train Your Dragon 2,2014,102,English,USA,PG,7.9,145000000.0,176997107.0,31997107.0,Dean DeBlois
159,Gods of Egypt,2016,126,English,USA,PG-13,5.5,140000000.0,31141074.0,-108858926.0,Alex Proyas
160,Stealth,2005,121,English,USA,PG-13,5.0,135000000.0,31704416.0,-103295584.0,Rob Cohen
161,Watchmen,2009,215,English,USA,R,7.7,130000000.0,107503316.0,-22496684.0,Zack Snyder
162,Lethal Weapon 4,1998,127,English,USA,R,6.6,140000000.0,129734803.0,-10265197.0,Richard Donner
163,Hulk,2003,138,English,USA,PG-13,5.7,137000000.0,132122995.0,-4877005.0,Ang Lee
164,G.I. Joe: Retaliation,2013,122,English,USA,PG-13,5.8,130000000.0,122512052.0,-7487948.0,Jon M. Chu
165,Sahara,2005,124,English,UK,PG-13,6.0,130000000.0,68642452.0,-61357548.0,Breck Eisner
166,Final Fantasy: The Spirits Within,2001,106,English,USA,PG-13,6.4,137000000.0,32131830.0,-104868170.0,Hironobu Sakaguchi
167,Captain America: The First Avenger,2011,124,English,USA,PG-13,6.9,140000000.0,176636816.0,36636816.0,Joe Johnston
168,The World Is Not Enough,1999,128,English,UK,PG-13,6.4,135000000.0,126930660.0,-8069340.0,Michael Apted
169,Master and Commander: The Far Side of the World,2003,138,English,USA,PG-13,7.4,150000000.0,93926386.0,-56073614.0,Peter Weir
170,The Twilight Saga: Breaking Dawn - Part 2,2012,115,English,USA,PG-13,5.5,120000000.0,292298923.0,172298923.0,Bill Condon
171,Happy Feet 2,2011,100,English,Australia,PG,5.9,135000000.0,63992328.0,-71007672.0,George Miller
172,The Incredible Hulk,2008,135,English,USA,PG-13,6.8,150000000.0,134518390.0,-15481610.0,Louis Leterrier
173,The BFG,2016,117,English,UK,PG,6.8,140000000.0,52792307.0,-87207693.0,Steven Spielberg
174,The Revenant,2015,156,English,USA,R,8.1,135000000.0,183635922.0,48635922.0,Alejandro G. Iñárritu
175,Turbo,2013,96,English,USA,PG,6.5,135000000.0,83024900.0,-51975100.0,David Soren
176,Rango,2011,107,English,USA,PG,7.2,135000000.0,123207194.0,-11792806.0,Gore Verbinski
177,Penguins of Madagascar,2014,92,English,USA,PG,6.7,132000000.0,83348920.0,-48651080.0,Eric Darnell
178,The Bourne Ultimatum,2007,115,English,USA,PG-13,8.1,110000000.0,227137090.0,117137090.0,Paul Greengrass
179,Kung Fu Panda,2008,92,English,USA,PG,7.6,130000000.0,215395021.0,85395021.0,Mark Osborne
180,Ant-Man,2015,117,English,USA,PG-13,7.4,130000000.0,180191634.0,50191634.0,Peyton Reed
181,The Hunger Games: Catching Fire,2013,146,English,USA,PG-13,7.6,130000000.0,424645577.0,294645577.0,Francis Lawrence
182,Home,2015,94,English,USA,PG,6.7,135000000.0,177343675.0,42343675.0,Tim Johnson
183,War of the Worlds,2005,116,English,USA,PG-13,6.5,132000000.0,234277056.0,102277056.0,Steven Spielberg
184,Bad Boys II,2003,147,English,USA,R,6.6,130000000.0,138396624.0,8396624.0,Michael Bay
185,Puss in Boots,2011,90,English,USA,PG,6.7,130000000.0,149234747.0,19234747.0,Chris Miller
186,Salt,2010,101,English,USA,PG-13,6.4,110000000.0,118311368.0,8311368.0,Phillip Noyce
187,Noah,2014,138,English,USA,PG-13,5.8,125000000.0,101160529.0,-23839471.0,Darren Aronofsky
188,The Adventures of Tintin,2011,107,English,USA,PG,7.4,135000000.0,77564037.0,-57435963.0,Steven Spielberg
189,Harry Potter and the Prisoner of Azkaban,2004,142,English,UK,PG,7.8,130000000.0,249358727.0,119358727.0,Alfonso Cuarón
190,Australia,2008,165,English,Australia,PG-13,6.6,130000000.0,49551662.0,-80448338.0,Baz Luhrmann
191,After Earth,2013,100,English,USA,PG-13,4.9,130000000.0,60522097.0,-69477903.0,M. Night Shyamalan
192,Dinosaur,2000,82,English,USA,PG,6.5,127500000.0,137748063.0,10248063.0,Eric Leighton
193,Night at the Museum: Secret of the Tomb,2014,98,English,USA,PG,6.2,127000000.0,113733726.0,-13266274.0,Shawn Levy
194,Megamind,2010,95,English,USA,PG,7.3,130000000.0,148337537.0,18337537.0,Tom McGrath
195,Harry Potter and the Sorcerer's Stone,2001,159,English,UK,PG,7.5,125000000.0,317557891.0,192557891.0,Chris Columbus
196,R.I.P.D.,2013,96,English,USA,PG-13,5.6,130000000.0,33592415.0,-96407585.0,Robert Schwentke
197,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,English,USA,PG-13,8.1,140000000.0,305388685.0,165388685.0,Gore Verbinski
198,The Hunger Games: Mockingjay - Part 1,2014,123,English,USA,PG-13,6.7,125000000.0,337103873.0,212103873.0,Francis Lawrence
199,The Da Vinci Code,2006,174,English,USA,PG-13,6.6,125000000.0,217536138.0,92536138.0,Ron Howard
200,Rio 2,2014,101,English,USA,G,6.4,103000000.0,131536019.0,28536019.0,Carlos Saldanha
201,X-Men 2,2003,134,English,Canada,PG-13,7.5,110000000.0,214948780.0,104948780.0,Bryan Singer
202,Fast Five,2011,132,English,USA,PG-13,7.3,125000000.0,209805005.0,84805005.0,Justin Lin
203,Sherlock Holmes: A Game of Shadows,2011,129,English,USA,PG-13,7.5,125000000.0,186830669.0,61830669.0,Guy Ritchie
204,Clash of the Titans,2010,106,English,USA,PG-13,5.8,125000000.0,163192114.0,38192114.0,Louis Leterrier
205,Total Recall,1990,113,English,USA,R,7.5,65000000.0,119412921.0,54412921.0,Paul Verhoeven
206,The 13th Warrior,1999,102,English,USA,R,6.6,85000000.0,32694788.0,-52305212.0,John McTiernan
207,The Bourne Legacy,2012,135,English,USA,PG-13,6.7,125000000.0,113165635.0,-11834365.0,Tony Gilroy
208,Batman & Robin,1997,125,English,USA,PG-13,3.7,125000000.0,107285004.0,-17714996.0,Joel Schumacher
209,How the Grinch Stole Christmas,2000,110,English,USA,PG,6.0,123000000.0,260031035.0,137031035.0,Ron Howard
210,The Day After Tomorrow,2004,124,English,USA,PG-13,6.4,125000000.0,186739919.0,61739919.0,Roland Emmerich
211,Mission: Impossible II,2000,123,English,USA,PG-13,6.1,125000000.0,215397307.0,90397307.0,John Woo
212,The Perfect Storm,2000,130,English,USA,PG-13,6.4,140000000.0,182618434.0,42618434.0,Wolfgang Petersen
213,Fantastic 4: Rise of the Silver Surfer,2007,92,English,USA,PG,5.6,130000000.0,131920333.0,1920333.0,Tim Story
214,Life of Pi,2012,127,English,USA,PG,8.0,120000000.0,124976634.0,4976634.0,Ang Lee
215,Ghost Rider,2007,123,English,USA,PG-13,5.2,110000000.0,115802596.0,5802596.0,Mark Steven Johnson
216,Jason Bourne,2016,123,English,UK,PG-13,7.1,120000000.0,108521835.0,-11478165.0,Paul Greengrass
217,Charlie's Angels: Full Throttle,2003,107,English,USA,PG-13,4.8,120000000.0,100685880.0,-19314120.0,McG
218,Prometheus,2012,124,English,USA,R,7.0,130000000.0,126464904.0,-3535096.0,Ridley Scott
219,Stuart Little 2,2002,77,English,USA,PG,5.4,120000000.0,64736114.0,-55263886.0,Rob Minkoff
220,Elysium,2013,109,English,USA,R,6.6,115000000.0,93050117.0,-21949883.0,Neill Blomkamp
221,The Chronicles of Riddick,2004,134,English,USA,PG-13,6.7,105000000.0,57637485.0,-47362515.0,David Twohy
222,RoboCop,2014,117,English,USA,PG-13,6.2,100000000.0,58607007.0,-41392993.0,José Padilha
223,Speed Racer,2008,135,English,USA,PG,6.1,120000000.0,43929341.0,-76070659.0,Lana Wachowski
224,How Do You Know,2010,121,English,USA,PG-13,5.3,120000000.0,30212620.0,-89787380.0,James L. Brooks
225,Knight and Day,2010,117,English,USA,PG-13,6.3,117000000.0,76418654.0,-40581346.0,James Mangold
226,Oblivion,2013,124,English,USA,PG-13,7.0,120000000.0,89021735.0,-30978265.0,Joseph Kosinski
227,Star Wars: Episode III - Revenge of the Sith,2005,140,English,USA,PG-13,7.6,113000000.0,380262555.0,267262555.0,George Lucas
228,Star Wars: Episode II - Attack of the Clones,2002,142,English,USA,PG,6.7,115000000.0,310675583.0,195675583.0,George Lucas
229,"Monsters, Inc.",2001,92,English,USA,G,8.1,115000000.0,289907418.0,174907418.0,Pete Docter
230,The Wolverine,2013,138,English,USA,PG-13,6.7,120000000.0,132550960.0,12550960.0,James Mangold
231,Star Wars: Episode I - The Phantom Menace,1999,136,English,USA,PG,6.5,115000000.0,474544677.0,359544677.0,George Lucas
232,The Croods,2013,98,English,USA,PG,7.3,135000000.0,187165546.0,52165546.0,Kirk De Micco
233,Windtalkers,2002,153,English,USA,R,6.0,115000000.0,40911830.0,-74088170.0,John Woo
234,The Huntsman: Winter's War,2016,120,English,USA,PG-13,6.1,115000000.0,47952020.0,-67047980.0,Cedric Nicolas-Troyan
235,Teenage Mutant Ninja Turtles,2014,101,English,USA,PG-13,5.9,125000000.0,190871240.0,65871240.0,Jonathan Liebesman
236,Gravity,2013,91,English,UK,PG-13,7.8,100000000.0,274084951.0,174084951.0,Alfonso Cuarón
237,Dante's Peak,1997,108,English,USA,PG-13,5.8,116000000.0,67155742.0,-48844258.0,Roger Donaldson
238,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112,English,USA,PG-13,6.3,135000000.0,81638674.0,-53361326.0,Dave Green
239,Fantastic Four,2015,100,English,USA,PG-13,4.3,120000000.0,56114221.0,-63885779.0,Josh Trank
240,Night at the Museum,2006,108,English,USA,PG,6.4,110000000.0,250863268.0,140863268.0,Shawn Levy
241,San Andreas,2015,114,English,USA,PG-13,6.1,110000000.0,155181732.0,45181732.0,Brad Peyton
242,Tomorrow Never Dies,1997,119,English,UK,PG-13,6.5,110000000.0,125332007.0,15332007.0,Roger Spottiswoode
243,The Patriot,2000,142,English,USA,R,7.1,110000000.0,113330342.0,3330342.0,Roland Emmerich
